,sgRNA
48081,['SLC2A4RG']
48082,['PROB1']
48083,[]
48084,['OR4S1']
48085,[]
48086,[]
48087,[]
48088,['RUSC1']
48089,[]
48090,[]
48091,['PPP6R2']
48092,['EMCN']
48093,[]
48094,['NEIL2']
48095,['HERC5']
48096,[]
48097,[]
48098,['TBC1D5']
48099,[]
48100,['GTF2H3']
48101,['EHD4']
48102,[]
48103,['CFDP1']
48104,[]
48105,[]
48106,[]
48107,[]
48108,[]
48109,[]
48110,['IGSF1']
48111,['BAIAP2']
48112,[]
48113,[]
48114,[]
48115,[]
48116,[]
48117,[]
48118,[]
48119,['EIF5']
48120,['UHRF1']
48121,['TAAR6']
48122,[]
48123,[]
48124,[]
48125,['C2CD2']
48126,[]
48127,['TMEM230']
48128,['ENSCSAG00000015194.1']
48129,[]
48130,[]
48131,[]
48132,['ENSCSAG00000003564.1']
48133,[]
48134,['COX5A']
48135,['KIAA1671']
48136,[]
48137,[]
48138,[]
48139,['MMRN1']
48140,['STAMBPL1']
48141,[]
48142,[]
48143,[]
48144,[]
48145,[]
48146,['ATP5MD']
48147,[]
48148,['BEGAIN']
48149,[]
48150,[]
48151,[]
48152,[]
48153,[]
48154,"['TMEM223', 'NXF1']"
48155,[]
48156,['KIF13B']
48157,[]
48158,[]
48159,[]
48160,[]
48161,[]
48162,[]
48163,[]
48164,[]
48165,[]
48166,['TMEM204']
48167,[]
48168,[]
48169,['TRIB1']
48170,['ELAVL3']
48171,[]
48172,['XKRX']
48173,[]
48174,['TXNDC5']
48175,[]
48176,[]
48177,['MMP1']
48178,['MMP8']
48179,[]
48180,[]
48181,['TSEN2']
48182,['AURKB']
48183,['IGF1']
48184,[]
48185,[]
48186,[]
48187,['CD300LD']
48188,"['ENSCSAG00000009781.1', 'ENSCSAG00000009786.1']"
48189,['CRABP2']
48190,[]
48191,['GSC']
48192,['IRF7']
48193,['ENSCSAG00000006528.1']
48194,[]
48195,[]
48196,['PAK1']
48197,['GALNT1']
48198,[]
48199,[]
48200,['ENSCSAG00000003511.1']
48201,['IWS1']
48202,['TRMT2B']
48203,[]
48204,['MAGED1']
48205,['SNAP25']
48206,[]
48207,[]
48208,[]
48209,[]
48210,[]
48211,[]
48212,[]
48213,[]
48214,[]
48215,['PTER']
48216,[]
48217,[]
48218,[]
48219,['ACY3']
48220,[]
48221,[]
48222,[]
48223,[]
48224,[]
48225,['PLPPR4']
48226,['ARSD']
48227,[]
48228,[]
48229,[]
48230,[]
48231,['DCAF11']
48232,['ENSCSAG00000016228.1']
48233,[]
48234,['TRARG1']
48235,['DYNC1LI2']
48236,[]
48237,[]
48238,['FAM200A']
48239,['CEP104']
48240,['HOXB13']
48241,['TAB3']
48242,[]
48243,['EFCC1']
48244,['FLT3LG']
48245,['ANKRD65']
48246,['AEBP1']
48247,['ZDHHC3']
48248,[]
48249,[]
48250,['HECTD4']
48251,[]
48252,[]
48253,['CERKL']
48254,['ZNF572']
48255,[]
48256,[]
48257,[]
48258,['IGFBP7']
48259,[]
48260,['OR4D10']
48261,[]
48262,['CENATAC']
48263,[]
48264,[]
48265,[]
48266,['GPBP1L1']
48267,[]
48268,[]
48269,[]
48270,['TRIM55']
48271,['TNFAIP8L1']
48272,[]
48273,['ODF2']
48274,[]
48275,[]
48276,['PIH1D2']
48277,['IPO9']
48278,[]
48279,[]
48280,['PRR12']
48281,[]
48282,[]
48283,[]
48284,[]
48285,[]
48286,['ATOH7']
48287,[]
48288,[]
48289,[]
48290,[]
48291,[]
48292,[]
48293,['KPNA7']
48294,[]
48295,['SIM1']
48296,[]
48297,[]
48298,[]
48299,['RDH11']
48300,['SVEP1']
48301,[]
48302,['HNRNPH3']
48303,['PAFAH2']
48304,[]
48305,[]
48306,['SLFN5']
48307,[]
48308,[]
48309,[]
48310,[]
48311,[]
48312,['ZNF609']
48313,[]
48314,[]
48315,[]
48316,[]
48317,[]
48318,[]
48319,[]
48320,['DLST']
48321,[]
48322,[]
48323,[]
48324,[]
48325,[]
48326,['OLFM2']
48327,['HSD3B1']
48328,['MPI']
48329,['IL13RA2']
48330,[]
48331,[]
48332,[]
48333,['MRPS21']
48334,[]
48335,[]
48336,[]
48337,['ENSCSAG00000012869.1']
48338,[]
48339,[]
48340,['CALR3']
48341,[]
48342,[]
48343,[]
48344,['OR2F1']
48345,['GUCY2C']
48346,[]
48347,[]
48348,[]
48349,['TSKU']
48350,['RRNAD1']
48351,[]
48352,[]
48353,[]
48354,[]
48355,[]
48356,['KLK7']
48357,['ZBED8']
48358,['TNNC2']
48359,['KIAA1586']
48360,['TEDDM1']
48361,['ENSCSAG00000009461.1']
48362,[]
48363,[]
48364,[]
48365,[]
48366,[]
48367,[]
48368,['SLC4A2']
48369,['ENSCSAG00000005241.1']
48370,['GRSF1']
48371,['HARBI1']
48372,[]
48373,[]
48374,[]
48375,['PNMA2']
48376,[]
48377,[]
48378,[]
48379,['MARVELD3']
48380,[]
48381,['ENSCSAG00000011104.1']
48382,"['ENSCSAG00000019281.1', 'ENSCSAG00000019410.1']"
48383,['ZBTB10']
48384,['OR9A2']
48385,[]
48386,[]
48387,[]
48388,[]
48389,[]
48390,[]
48391,[]
48392,[]
48393,['SH3BGRL2']
48394,[]
48395,[]
48396,['FBXO9']
48397,[]
48398,[]
48399,[]
48400,[]
48401,['BLNK']
48402,['CD6']
48403,[]
48404,[]
48405,[]
48406,[]
48407,[]
48408,[]
48409,['ETFDH']
48410,[]
48411,['KIAA1841']
48412,['EPC2']
48413,[]
48414,['UNC5B']
48415,['PAPSS1']
48416,['PDE6A']
48417,['HOOK1']
48418,['PPA1']
48419,['ANXA13']
48420,['YIPF4']
48421,[]
48422,[]
48423,['HMCES']
48424,[]
48425,[]
48426,[]
48427,['CSDE1']
48428,[]
48429,['WHRN']
48430,['ENSCSAG00000004825.1']
48431,[]
48432,[]
48433,[]
48434,[]
48435,['ENSCSAG00000007762.1']
48436,[]
48437,['ENSCSAG00000018991.1']
48438,[]
48439,[]
48440,[]
48441,[]
48442,[]
48443,[]
48444,['TSPAN17']
48445,[]
48446,['MEOX2']
48447,[]
48448,['CYTIP']
48449,[]
48450,['LRRC2']
48451,[]
48452,[]
48453,[]
48454,['ISCA1']
48455,[]
48456,['GAS2L1']
48457,[]
48458,['ATP2C2']
48459,[]
48460,[]
48461,[]
48462,[]
48463,['NAA50']
48464,[]
48465,[]
48466,[]
48467,[]
48468,[]
48469,[]
48470,['SWT1']
48471,[]
48472,[]
48473,['TCP1']
48474,['ENSCSAG00000008581.1']
48475,['ZBTB5']
48476,['B3GAT3']
48477,[]
48478,['KLHL11']
48479,['DDX25']
48480,['CAV3']
48481,['ENSCSAG00000014193.1']
48482,[]
48483,['ENSCSAG00000000431.1']
48484,[]
48485,['CFAP46']
48486,[]
48487,['NKTR']
48488,[]
48489,['ENSCSAG00000018494.1']
48490,['ATP7A']
48491,['OGFOD1']
48492,['PLCD4']
48493,[]
48494,['WDR18']
48495,[]
48496,[]
48497,['ENPP3']
48498,[]
48499,[]
48500,[]
48501,[]
48502,['ESR2']
48503,['MDH2']
48504,[]
48505,['KATNB1']
48506,[]
48507,[]
48508,[]
48509,['DDX39B']
48510,[]
48511,[]
48512,[]
48513,[]
48514,[]
48515,[]
48516,[]
48517,[]
48518,['POLR1B']
48519,['TM9SF3']
48520,[]
48521,[]
48522,[]
48523,[]
48524,[]
48525,[]
48526,[]
48527,['TMEM119']
48528,[]
48529,[]
48530,['IL23A']
48531,['MOSPD1']
48532,['NXF3']
48533,[]
48534,[]
48535,[]
48536,[]
48537,['TRPC6']
48538,[]
48539,[]
48540,['ZBTB34']
48541,[]
48542,[]
48543,[]
48544,[]
48545,[]
48546,[]
48547,[]
48548,['PPIC']
48549,['ENSCSAG00000007840.1']
48550,[]
48551,[]
48552,['GLYAT']
48553,['NME8']
48554,[]
48555,[]
48556,['OSMR']
48557,[]
48558,[]
48559,[]
48560,['AHCYL1']
48561,[]
48562,[]
48563,[]
48564,[]
48565,[]
48566,[]
48567,['OR4C11']
48568,[]
48569,['KAT6A']
48570,[]
48571,[]
48572,['ENSCSAG00000002214.1']
48573,['ILDR1']
48574,[]
48575,['FUS']
48576,['DDX17']
48577,[]
48578,['ACSS1']
48579,[]
48580,[]
48581,['COL25A1']
48582,['SH3GLB1']
48583,[]
48584,[]
48585,[]
48586,[]
48587,[]
48588,[]
48589,['PIK3R4']
48590,[]
48591,['FBXO25']
48592,[]
48593,['ATG14']
48594,[]
48595,[]
48596,[]
48597,['SPINK9']
48598,['KIF15']
48599,['SH3GL2']
48600,['CTTN']
48601,[]
48602,['MPP7']
48603,['SLC12A1']
48604,['TSPYL2']
48605,[]
48606,['RYR2']
48607,[]
48608,[]
48609,['PLK2']
48610,[]
48611,['CETN3']
48612,['METAP1']
48613,['PTGS2']
48614,['TMEM67']
48615,[]
48616,['SHE']
48617,[]
48618,[]
48619,['GLRX']
48620,[]
48621,[]
48622,['SMARCA1']
48623,['ENSCSAG00000001565.1']
48624,[]
48625,[]
48626,[]
48627,[]
48628,[]
48629,[]
48630,[]
48631,[]
48632,[]
48633,[]
48634,['ZNF783']
48635,[]
48636,['PRRG2']
48637,['PROB1']
48638,[]
48639,[]
48640,['RBMS1']
48641,[]
48642,[]
48643,[]
48644,['C17orf67']
48645,['ATG4B']
48646,[]
48647,[]
48648,['CPM']
48649,[]
48650,['GTDC1']
48651,[]
48652,[]
48653,[]
48654,['DKC1']
48655,['SMG1']
48656,['CCDC17']
48657,['HUWE1']
48658,['ATP9A']
48659,[]
48660,['ARAF']
48661,[]
48662,['CCAR1']
48663,[]
48664,[]
48665,[]
48666,[]
48667,['ENSCSAG00000005395.1']
48668,['ENSCSAG00000015688.1']
48669,[]
48670,[]
48671,['SUN1']
48672,[]
48673,[]
48674,['NUDCD2']
48675,['ENSCSAG00000013080.1']
48676,['TRAPPC3L']
48677,['KATNAL1']
48678,[]
48679,[]
48680,[]
48681,[]
48682,[]
48683,['TET2']
48684,['NKAPL']
48685,[]
48686,[]
48687,['ENSCSAG00000008488.1']
48688,[]
48689,['RCC2']
48690,[]
48691,[]
48692,[]
48693,['RTP4']
48694,[]
48695,[]
48696,['DNAJB5']
48697,[]
48698,['KIF25']
48699,[]
48700,['SNX2']
48701,[]
48702,[]
48703,['GNPDA1']
48704,[]
48705,[]
48706,['ADGRE3']
48707,['ENSCSAG00000008318.1']
48708,['CDC42SE1']
48709,[]
48710,['ENSCSAG00000013323.1']
48711,[]
48712,['CORO2B']
48713,[]
48714,['VPS8']
48715,[]
48716,[]
48717,['ENSCSAG00000012472.1']
48718,['NAA30']
48719,[]
48720,['SLC26A8']
48721,[]
48722,['CITED2']
48723,[]
48724,['CARD19']
48725,['CROT']
48726,[]
48727,['PPM1G']
48728,[]
48729,[]
48730,[]
48731,['AHCY']
48732,['NECAP1']
48733,[]
48734,['CCDC42']
48735,['GLUL']
48736,['EYA1']
48737,[]
48738,['FH']
48739,['NAIP']
48740,[]
48741,[]
48742,['KRT33B']
48743,[]
48744,[]
48745,[]
48746,['BDH2']
48747,['OR10C1']
48748,[]
48749,['ECT2L']
48750,[]
48751,[]
48752,[]
48753,[]
48754,['CLCN6']
48755,['TENT5C']
48756,[]
48757,[]
48758,['PIWIL1']
48759,[]
48760,[]
48761,['CFAP58']
48762,['KIAA0895']
48763,[]
48764,['SUPT3H']
48765,['BTBD18']
48766,['PCM1']
48767,[]
48768,[]
48769,['MARCHF3']
48770,['DDB1']
48771,['HSD17B14']
48772,['MSH2']
48773,['WDCP']
48774,[]
48775,['LPO']
48776,[]
48777,[]
48778,['ZCCHC17']
48779,[]
48780,[]
48781,[]
48782,['OTUB2']
48783,['ATXN7L3B']
48784,['SRGAP3']
48785,[]
48786,['B4GALT6']
48787,[]
48788,[]
48789,['MAEL']
48790,['HUS1']
48791,[]
48792,[]
48793,[]
48794,[]
48795,[]
48796,[]
48797,[]
48798,[]
48799,['PPARA']
48800,[]
48801,['KLHL15']
48802,[]
48803,[]
48804,[]
48805,[]
48806,[]
48807,['NSUN6']
48808,[]
48809,[]
48810,['DNAJC15']
48811,['RPS6KA5']
48812,['SKAP2']
48813,['FRMD7']
48814,['ZNF768']
48815,['CACNA1C']
48816,[]
48817,['ZNF219']
48818,[]
48819,['ENSCSAG00000014166.1']
48820,['MTMR2']
48821,['PLEKHO1']
48822,['LHX6']
48823,[]
48824,['GRK2']
48825,[]
48826,['IKZF5']
48827,[]
48828,[]
48829,['RNF151']
48830,[]
48831,[]
48832,[]
48833,[]
48834,[]
48835,[]
48836,[]
48837,['RAPGEF2']
48838,['BCAP29']
48839,"['ENSCSAG00000016663.1', 'ENSCSAG00000016677.1']"
48840,[]
48841,['TTC25']
48842,['MAGT1']
48843,['CD5L']
48844,[]
48845,['CCDC62']
48846,['ENSCSAG00000008371.1']
48847,[]
48848,['FAM185A']
48849,[]
48850,[]
48851,[]
48852,[]
48853,['NPAT']
48854,[]
48855,['DUSP1']
48856,[]
48857,['UBTD2']
48858,['SERPINA11']
48859,['SYTL3']
48860,['KCNIP2']
48861,['ENSCSAG00000012017.1']
48862,[]
48863,[]
48864,['RCAN3']
48865,"['CLDN24', 'CLDN22']"
48866,[]
48867,[]
48868,[]
48869,[]
48870,[]
48871,[]
48872,['ENSCSAG00000018974.1']
48873,['NPR1']
48874,[]
48875,[]
48876,[]
48877,['ASH2L']
48878,[]
48879,[]
48880,[]
48881,['GPR65']
48882,[]
48883,['SSMEM1']
48884,[]
48885,['ISG15']
48886,['RUSC2']
48887,[]
48888,[]
48889,[]
48890,['CYB561D2']
48891,['SSUH2']
48892,['H2AZ2']
48893,['H2AC14']
48894,['H2AC6']
48895,['LIAS']
48896,[]
48897,[]
48898,[]
48899,[]
48900,['SHCBP1']
48901,[]
48902,['IL2RA']
48903,[]
48904,[]
48905,['RPL3L']
48906,['ENSCSAG00000008771.1']
48907,['EML4']
48908,['IPO8']
48909,[]
48910,['CDCA2']
48911,[]
48912,['SMPX']
48913,[]
48914,['ZNF662']
48915,[]
48916,['MAOB']
48917,[]
48918,[]
48919,[]
48920,[]
48921,[]
48922,['CACNG2']
48923,['FBXO6']
48924,['AFAP1L2']
48925,[]
48926,[]
48927,[]
48928,[]
48929,['ACAP2']
48930,[]
48931,['CCT8']
48932,['ENSCSAG00000003564.1']
48933,['ENSCSAG00000003550.1']
48934,['DTD2']
48935,[]
48936,"['ENSCSAG00000018434.1', 'ENSCSAG00000018763.1']"
48937,['TNIP1']
48938,['HEATR1']
48939,['PDXP']
48940,[]
48941,['CXCR2']
48942,[]
48943,[]
48944,[]
48945,[]
48946,['TUFT1']
48947,['MAPK4']
48948,[]
48949,['LYRM1']
48950,[]
48951,[]
48952,['MPO']
48953,[]
48954,['TP53I3']
48955,['ABHD1']
48956,[]
48957,['POLR2D']
48958,['ENSCSAG00000001088.1']
48959,[]
48960,[]
48961,['ARL13B']
48962,['DNAJC11']
48963,['EFNB2']
48964,[]
48965,[]
48966,[]
48967,[]
48968,[]
48969,[]
48970,[]
48971,['FOXA2']
48972,['RNASE4']
48973,[]
48974,['MMP21']
48975,['DCBLD1']
48976,[]
48977,['SLC22A5']
48978,[]
48979,[]
48980,[]
48981,['SLC25A13']
48982,[]
48983,[]
48984,['EFTUD2']
48985,['ITGA2']
48986,['BRS3']
48987,['ROPN1L']
48988,[]
48989,['SEL1L']
48990,['SPATA9']
48991,['ENSCSAG00000017688.1']
48992,[]
48993,[]
48994,['EPX']
48995,[]
48996,['AIP']
48997,[]
48998,['UNC13D']
48999,['EEF2K']
49000,['UBQLN1']
49001,[]
49002,['AKAP5']
49003,[]
49004,['CLINT1']
49005,[]
49006,[]
49007,[]
49008,['RRS1']
49009,[]
49010,['C15orf62']
49011,['ZNF365']
49012,[]
49013,['MTSS2']
49014,['ENSCSAG00000000561.1']
49015,[]
49016,['PER1']
49017,[]
49018,['DOK4']
49019,['FAM210A']
49020,['ENSCSAG00000005399.1']
49021,['LCA5L']
49022,['ZMYM5']
49023,['TMED4']
49024,['FBXO42']
49025,['MCF2']
49026,['TLE2']
49027,['RELT']
49028,[]
49029,[]
49030,[]
49031,['GREM2']
49032,[]
49033,[]
49034,[]
49035,[]
49036,[]
49037,['APOA5']
49038,['SNX27']
49039,['GPN1']
49040,[]
49041,[]
49042,[]
49043,['FAM81A']
49044,[]
49045,['HOXA11']
49046,[]
49047,['CKAP5']
49048,[]
49049,[]
49050,['ENSCSAG00000003383.1']
49051,[]
49052,['NUDT1']
49053,['TPD52L1']
49054,['CAB39L']
49055,['ZRANB1']
49056,['ENSCSAG00000001640.1']
49057,[]
49058,['ENSCSAG00000017324.1']
49059,['KMT5B']
49060,[]
49061,['MRPL40']
49062,['HFE']
49063,['SERP2']
49064,[]
49065,['UBAP2L']
49066,[]
49067,[]
49068,['OLIG1']
49069,[]
49070,['YBEY']
49071,[]
49072,[]
49073,[]
49074,['ENSCSAG00000009381.1']
49075,[]
49076,['SRY']
49077,['ZCRB1']
49078,[]
49079,[]
49080,['CCDC9B']
49081,[]
49082,[]
49083,[]
49084,[]
49085,['SBSPON']
49086,['ZNF610']
49087,['PLP2']
49088,[]
49089,['PEAK1']
49090,['FAM83C']
49091,['HSPA14']
49092,['PPP1R14A']
49093,['ZNF674']
49094,[]
49095,[]
49096,[]
49097,['AKAP4']
49098,[]
49099,[]
49100,['ENSCSAG00000015612.1']
49101,[]
49102,[]
49103,['ENSCSAG00000012019.1']
49104,[]
49105,['CCDC43']
49106,['SPRY4']
49107,[]
49108,['RASL12']
49109,['RSPH1']
49110,['CCDC85C']
49111,[]
49112,[]
49113,['ENSCSAG00000018449.1']
49114,[]
49115,['SYNCRIP']
49116,[]
49117,[]
49118,[]
49119,[]
49120,[]
49121,['CFAP99']
49122,['ENSCSAG00000019080.1']
49123,[]
49124,[]
49125,[]
49126,[]
49127,[]
49128,[]
49129,[]
49130,[]
49131,['EDF1']
49132,['ENSCSAG00000019602.1']
49133,[]
49134,['KIF18A']
49135,['ABCA1']
49136,[]
49137,[]
49138,[]
49139,[]
49140,[]
49141,[]
49142,[]
49143,['CCT7']
49144,[]
49145,[]
49146,['WWTR1']
49147,['PWWP3A']
49148,['STAT2']
49149,[]
49150,[]
49151,['HAUS8']
49152,[]
49153,[]
49154,[]
49155,[]
49156,[]
49157,['NET1']
49158,['KRT28']
49159,['YES1']
49160,['AP4E1']
49161,['BANF2']
49162,['TMPRSS11F']
49163,['MRE11']
49164,['MFSD2A']
49165,[]
49166,[]
49167,[]
49168,['HYDIN']
49169,[]
49170,['ENSCSAG00000018250.1']
49171,['CD164L2']
49172,['LNPEP']
49173,[]
49174,['TIMM23']
49175,[]
49176,['LRRN1']
49177,['HNF4A']
49178,[]
49179,[]
49180,['HSD17B11']
49181,[]
49182,[]
49183,[]
49184,[]
49185,[]
49186,['PPP1R10']
49187,[]
49188,['FAM193B']
49189,[]
49190,[]
49191,[]
49192,[]
49193,[]
49194,[]
49195,[]
49196,['TAF13']
49197,[]
49198,[]
49199,[]
49200,['S100A7L2']
49201,[]
49202,[]
49203,[]
49204,[]
49205,[]
49206,[]
49207,['TMEM232']
49208,[]
49209,['RPAP3']
49210,[]
49211,[]
49212,[]
49213,[]
49214,[]
49215,[]
49216,[]
49217,['KCNE3']
49218,[]
49219,[]
49220,[]
49221,[]
49222,[]
49223,[]
49224,[]
49225,[]
49226,[]
49227,[]
49228,['ENSCSAG00000017577.1']
49229,[]
49230,[]
49231,['ORAI1']
49232,['FAM204A']
49233,['MAT1A']
49234,['PGD']
49235,['IRAK3']
49236,['SATL1']
49237,['RPS8']
49238,['ZNF792']
49239,[]
49240,[]
49241,[]
49242,[]
49243,[]
49244,['ENSCSAG00000013697.1']
49245,['ENSCSAG00000019162.1']
49246,[]
49247,['EMSY']
49248,[]
49249,[]
49250,[]
49251,[]
49252,[]
49253,[]
49254,[]
49255,['C5orf34']
49256,['ENPP2']
49257,[]
49258,['NDN']
49259,[]
49260,[]
49261,[]
49262,[]
49263,['RNF128']
49264,[]
49265,[]
49266,[]
49267,[]
49268,[]
49269,['GLIS2']
49270,['FBXW2']
49271,[]
49272,[]
49273,['FARS2']
49274,[]
49275,[]
49276,['GALNT13']
49277,[]
49278,[]
49279,[]
49280,['NHLRC4']
49281,['NTNG1']
49282,['CYP7A1']
49283,['STKLD1']
49284,[]
49285,['HES1']
49286,[]
49287,['IL9R']
49288,[]
49289,[]
49290,[]
49291,['SV2B']
49292,[]
49293,[]
49294,[]
49295,['OPLAH']
49296,[]
49297,['ENSCSAG00000000426.1']
49298,[]
49299,[]
49300,[]
49301,[]
49302,[]
49303,[]
49304,['PRRX1']
49305,[]
49306,[]
49307,['ZBTB33']
49308,['ROR1']
49309,[]
49310,['WSB1']
49311,[]
49312,['ICAM2']
49313,['RPIA']
49314,['RXRB']
49315,[]
49316,[]
49317,['EPHB4']
49318,[]
49319,['ENSCSAG00000005026.1']
49320,[]
49321,['FBXL22']
49322,[]
49323,[]
49324,[]
49325,['CCDC83']
49326,[]
49327,[]
49328,[]
49329,['FCSK']
49330,['TDRD15']
49331,['CTH']
49332,[]
49333,['SH2D4B']
49334,['MARK4']
49335,[]
49336,[]
49337,['TIMMDC1']
49338,[]
49339,[]
49340,[]
49341,[]
49342,['PHACTR2']
49343,[]
49344,['GRK2']
49345,['MBLAC2']
49346,['ZNF296']
49347,[]
49348,['WNT5B']
49349,[]
49350,[]
49351,['TM2D3']
49352,[]
49353,['TOMM40']
49354,[]
49355,['TMA16']
49356,[]
49357,[]
49358,['ILDR2']
49359,[]
49360,[]
49361,[]
49362,[]
49363,['GTPBP2']
49364,[]
49365,[]
49366,['CYB561']
49367,['CD55']
49368,[]
49369,[]
49370,[]
49371,[]
49372,['NOXO1']
49373,['GNPTG']
49374,[]
49375,[]
49376,[]
49377,[]
49378,['DEPDC5']
49379,[]
49380,[]
49381,['ENSCSAG00000010048.1']
49382,[]
49383,[]
49384,['ADGRD2']
49385,[]
49386,['UBXN10']
49387,['CD81']
49388,[]
49389,[]
49390,[]
49391,[]
49392,[]
49393,[]
49394,[]
49395,[]
49396,[]
49397,['PROSER2']
49398,[]
49399,['FGFRL1']
49400,[]
49401,['PCGF6']
49402,[]
49403,[]
49404,[]
49405,[]
49406,[]
49407,[]
49408,[]
49409,[]
49410,[]
49411,[]
49412,[]
49413,[]
49414,['APLP2']
49415,['PRSS8']
49416,[]
49417,[]
49418,[]
49419,[]
49420,[]
49421,[]
49422,['FOXO6']
49423,[]
49424,['CFAP77']
49425,[]
49426,[]
49427,[]
49428,[]
49429,[]
49430,[]
49431,['ANLN']
49432,[]
49433,[]
49434,[]
49435,['POU3F1']
49436,[]
49437,['CSF2RB']
49438,[]
49439,[]
49440,[]
49441,[]
49442,[]
49443,[]
49444,[]
49445,[]
49446,[]
49447,[]
49448,['C1orf115']
49449,['WNT9B']
49450,['KCTD15']
49451,['SLC45A4']
49452,['ZP4']
49453,[]
49454,[]
49455,[]
49456,[]
49457,[]
49458,['FPR3']
49459,[]
49460,['EMB']
49461,['VPS50']
49462,[]
49463,[]
49464,[]
49465,[]
49466,[]
49467,['SAP30L']
49468,[]
49469,['SLC1A2']
49470,[]
49471,['HDGFL1']
49472,['RNASE8']
49473,[]
49474,[]
49475,[]
49476,[]
49477,['GRIN1']
49478,[]
49479,[]
49480,[]
49481,['CYGB']
49482,[]
49483,[]
49484,[]
49485,[]
49486,[]
49487,['CLEC11A']
49488,['NEFH']
49489,['KCTD13']
49490,['TMPRSS13']
49491,['TSPO']
49492,[]
49493,[]
49494,['SLC22A7']
49495,['DPYSL5']
49496,[]
49497,[]
49498,[]
49499,['ENSCSAG00000004942.1']
49500,['ILF3']
49501,[]
49502,[]
49503,[]
49504,['FBXO45']
49505,[]
49506,[]
49507,['CYP2E1']
49508,['ENSCSAG00000006205.1']
49509,[]
49510,[]
49511,['CTR9']
49512,[]
49513,[]
49514,[]
49515,[]
49516,[]
49517,[]
49518,[]
49519,['SAAL1']
49520,[]
49521,[]
49522,[]
49523,[]
49524,[]
49525,[]
49526,[]
49527,[]
49528,"['ENSCSAG00000000142.1', 'ENSCSAG00000000312.1', 'ENSCSAG00000017938.1', 'ENSCSAG00000019142.1']"
49529,['ENSCSAG00000007131.1']
49530,[]
49531,['AKAP13']
49532,['ID1']
49533,[]
49534,[]
49535,[]
49536,[]
49537,[]
49538,[]
49539,[]
49540,[]
49541,['TSSK6']
49542,[]
49543,['ODF2']
49544,[]
49545,[]
49546,[]
49547,['ZNF317']
49548,[]
49549,[]
49550,['SOX8']
49551,[]
49552,['NAAA']
49553,[]
49554,[]
49555,[]
49556,[]
49557,[]
49558,[]
49559,[]
49560,[]
49561,[]
49562,[]
49563,[]
49564,[]
49565,[]
49566,['LARGE1']
49567,[]
49568,[]
49569,[]
49570,[]
49571,['MAMDC4']
49572,['TMEM38B']
49573,['ENSCSAG00000018327.1']
49574,['CDC42BPG']
49575,['WIPI1']
49576,[]
49577,[]
49578,[]
49579,[]
49580,[]
49581,[]
49582,[]
49583,[]
49584,[]
49585,[]
49586,[]
49587,[]
49588,[]
49589,[]
49590,[]
49591,[]
49592,[]
49593,[]
49594,['UXT']
49595,['HEPACAM2']
49596,['SLC25A37']
49597,[]
49598,[]
49599,[]
49600,['TM9SF4']
49601,['DNTTIP2']
49602,['TREM2']
49603,[]
49604,['DENND3']
49605,[]
49606,['ENSCSAG00000012000.1']
49607,[]
49608,[]
49609,[]
49610,[]
49611,['ENSCSAG00000015868.1']
49612,['SLC35D3']
49613,[]
49614,[]
49615,['PDHB']
49616,[]
49617,['DNAH5']
49618,[]
49619,[]
49620,['ENSCSAG00000006038.1']
49621,[]
49622,[]
49623,[]
49624,['PPP4R3A']
49625,[]
49626,[]
49627,[]
49628,[]
49629,['CEP192']
49630,[]
49631,[]
49632,[]
49633,[]
49634,[]
49635,[]
49636,['CIDEC']
49637,[]
49638,[]
49639,[]
49640,[]
49641,[]
49642,[]
49643,[]
49644,[]
49645,[]
49646,[]
49647,['DZIP1L']
49648,[]
49649,['PMS2']
49650,['MARVELD1']
49651,[]
49652,['THAP11']
49653,[]
49654,[]
49655,[]
49656,['NR2C1']
49657,['CENPN']
49658,[]
49659,[]
49660,[]
49661,[]
49662,"['UBE4B', 'FBLIM1', 'MYOM3', 'TRIM63', 'ENSCSAG00000001130.1', 'HPCAL4', 'ZNF667', 'SLC50A1', 'RILPL1', 'TIRAP', 'ENSCSAG00000002263.1', 'PLXDC1', 'ZNF234', 'SLC4A1', 'ENSCSAG00000003804.1', 'ICAM2', 'ZFP30', 'ENSCSAG00000004180.1', 'BNIP3', 'GRB2', 'GLS2', 'NCAN', 'PNPLA3', 'COLGALT1', 'DNMBP', 'NAGA', 'FILIP1L', 'ENSCSAG00000006943.1', 'TMEM97', 'IVD', 'MOSPD1', 'AKAP10', 'TRIM24', 'FGF12', 'ENSCSAG00000009068.1', 'WDR91', 'CREBBP', 'HSD11B1L', 'FKBP5', 'KCTD20', 'BLOC1S6', 'ENSCSAG00000011316.1', 'MYOZ3', 'MOB4', 'CNPY3', 'RAB27A', 'PLSCR3', 'RSU1', 'ENSCSAG00000013302.1', 'LMAN1L', 'PEX13', 'NEURL2', 'FBXW5', 'ANGPT2', 'ZNF789']"
49663,['TIMM23']
49664,['PLEKHF2']
49665,['EFCAB5']
49666,[]
49667,[]
49668,['STAT3']
49669,['TDP1']
49670,['UBLCP1']
49671,['CAPRIN1']
49672,['ZNF549']
49673,[]
49674,[]
49675,['CALB2']
49676,[]
49677,[]
49678,[]
49679,['SYT7']
49680,[]
49681,[]
49682,['SSNA1']
49683,[]
49684,[]
49685,[]
49686,[]
49687,[]
49688,[]
49689,[]
49690,[]
49691,['TLE6']
49692,['PMM2']
49693,['CYTH3']
49694,['NHP2']
